Type,Algorithm,NP,Size,Avg_Latency,Min_Latency,Max_Latency,Iterations
Reduce,4,3,131072,87.33,82.66,92.71,1000
Reduce,4,3,262144,241.32,217.51,253.54,1000
Reduce,4,3,524288,323.11,263.41,353.36,1000
Reduce,4,3,1048576,612.34,502.49,667.58,1000
Reduce,1,4,4,2.07,1.35,2.58,1000
Reduce,1,4,8,1.99,1.25,2.52,1000
Reduce,1,4,16,2.00,1.27,2.52,1000
Reduce,1,4,32,2.30,1.48,2.90,1000
Reduce,1,4,64,2.28,1.43,2.90,1000
Reduce,1,4,128,2.78,2.04,3.32,1000
Reduce,1,4,256,2.81,2.11,3.33,1000
Reduce,1,4,512,3.04,2.42,3.47,1000
Reduce,1,4,1024,3.75,3.19,4.06,1000
Reduce,1,4,2048,4.79,4.25,5.07,1000
Reduce,1,4,4096,6.56,6.11,6.77,1000
Reduce,1,4,8192,10.32,10.04,10.52,1000
Reduce,1,4,16384,16.34,16.05,16.60,1000
Reduce,1,4,32768,25.56,25.49,25.67,1000
Reduce,1,4,65536,47.98,47.64,48.55,1000
Reduce,1,4,131072,93.47,92.33,94.55,1000
Reduce,1,4,262144,181.41,179.05,184.76,1000
Reduce,1,4,524288,254.11,252.15,256.32,1000
Reduce,1,4,1048576,459.24,458.34,459.90,1000
Reduce,2,4,4,2.06,1.30,2.55,1000
Reduce,2,4,8,2.08,1.29,2.61,1000
Reduce,2,4,16,2.03,1.27,2.53,1000
Reduce,2,4,32,2.37,1.43,3.06,1000
Reduce,2,4,64,2.33,1.51,2.92,1000
Reduce,2,4,128,2.71,2.04,3.16,1000
Reduce,2,4,256,2.74,2.11,3.16,1000
Reduce,2,4,512,3.01,2.40,3.37,1000
Reduce,2,4,1024,3.70,3.12,4.02,1000
Reduce,2,4,2048,4.77,4.18,5.04,1000
Reduce,2,4,4096,6.53,6.06,6.76,1000
Reduce,2,4,8192,10.33,10.05,10.58,1000
Reduce,2,4,16384,15.73,15.45,16.05,1000
Reduce,2,4,32768,25.22,24.78,25.68,1000
Reduce,2,4,65536,47.95,47.40,48.65,1000
Reduce,2,4,131072,93.70,91.87,95.72,1000
Reduce,2,4,262144,181.08,179.19,184.42,1000
Reduce,2,4,524288,253.98,252.15,255.98,1000
Reduce,2,4,1048576,458.93,456.54,461.48,1000
Reduce,3,4,4,2.09,1.37,2.57,1000
Reduce,3,4,8,2.08,1.36,2.55,1000
Reduce,3,4,16,2.04,1.35,2.48,1000
Reduce,3,4,32,2.20,1.43,2.77,1000
Reduce,3,4,64,2.17,1.40,2.75,1000
Reduce,3,4,128,2.68,2.00,3.17,1000
Reduce,3,4,256,2.69,2.07,3.09,1000
Reduce,3,4,512,2.88,2.32,3.20,1000
Reduce,3,4,1024,3.46,2.88,3.78,1000
Reduce,3,4,2048,4.64,3.99,4.98,1000
Reduce,3,4,4096,6.27,5.78,6.45,1000
Reduce,3,4,8192,10.38,10.00,10.73,1000
Reduce,3,4,16384,16.54,16.23,16.94,1000
Reduce,3,4,32768,25.56,25.03,26.08,1000
Reduce,3,4,65536,47.71,47.29,48.38,1000
Reduce,3,4,131072,93.97,92.08,95.95,1000
Reduce,3,4,262144,181.70,179.70,185.49,1000
Reduce,3,4,524288,256.29,254.17,258.69,1000
Reduce,3,4,1048576,457.36,454.61,460.43,1000
Reduce,4,4,4,2.14,1.36,2.68,1000
Reduce,4,4,8,2.02,1.25,2.56,1000
Reduce,4,4,16,2.00,1.23,2.54,1000
Reduce,4,4,32,2.31,1.47,2.94,1000
Reduce,4,4,64,2.30,1.44,2.94,1000
Reduce,4,4,128,2.79,2.04,3.33,1000
Reduce,4,4,256,2.89,2.13,3.36,1000
Reduce,4,4,512,3.06,2.37,3.44,1000
Reduce,4,4,1024,3.65,3.01,3.97,1000
Reduce,4,4,2048,4.77,4.09,5.17,1000
Reduce,4,4,4096,6.43,5.93,6.69,1000
Reduce,4,4,8192,10.59,10.23,10.88,1000
Reduce,4,4,16384,16.21,15.81,16.59,1000
Reduce,4,4,32768,25.70,25.37,26.21,1000
Reduce,4,4,65536,47.60,47.06,48.44,1000
Reduce,4,4,131072,93.36,91.26,95.56,1000
Reduce,4,4,262144,180.30,178.28,183.81,1000
Reduce,4,4,524288,254.84,251.34,258.55,1000
Reduce,4,4,1048576,460.09,458.50,461.87,1000
Reduce,1,5,4,3.05,2.35,3.54,1000
Reduce,1,5,8,3.00,2.30,3.50,1000
Reduce,1,5,16,2.94,2.27,3.43,1000
Reduce,1,5,32,3.39,2.66,3.96,1000
Reduce,1,5,64,2.94,2.22,3.42,1000
Reduce,1,5,128,4.15,3.27,4.73,1000
Reduce,1,5,256,4.17,3.27,4.76,1000
Reduce,1,5,512,4.69,3.75,5.41,1000
Reduce,1,5,1024,5.66,4.53,6.54,1000
Reduce,1,5,2048,7.69,6.21,8.62,1000
Reduce,1,5,4096,10.50,8.60,11.85,1000
Reduce,1,5,8192,17.68,16.14,20.79,1000
Reduce,1,5,16384,27.45,24.89,31.82,1000
Reduce,1,5,32768,44.45,39.48,51.13,1000
Reduce,1,5,65536,82.00,71.47,93.07,1000
Reduce,1,5,131072,154.84,133.84,176.14,1000
Reduce,1,5,262144,302.36,273.56,323.54,1000
Reduce,1,5,524288,480.41,432.77,546.89,1000
Reduce,1,5,1048576,829.74,728.31,958.02,1000
Reduce,2,5,4,2.51,1.82,2.96,1000
Reduce,2,5,8,2.54,1.80,3.17,1000
Reduce,2,5,16,2.49,1.81,2.94,1000
Reduce,2,5,32,3.05,2.32,3.64,1000
Reduce,2,5,64,2.90,2.23,3.39,1000
Reduce,2,5,128,4.13,3.20,4.78,1000
Reduce,2,5,256,4.32,3.35,4.97,1000
Reduce,2,5,512,4.84,3.89,5.55,1000
Reduce,2,5,1024,5.64,4.52,6.50,1000
Reduce,2,5,2048,7.93,6.52,8.88,1000
Reduce,2,5,4096,10.48,8.63,11.87,1000
Reduce,2,5,8192,17.74,16.25,20.87,1000
Reduce,2,5,16384,27.78,25.20,32.23,1000
Reduce,2,5,32768,49.07,43.60,56.69,1000
Reduce,2,5,65536,84.77,73.47,96.37,1000
Reduce,2,5,131072,156.12,135.11,177.55,1000
Reduce,2,5,262144,303.38,274.57,324.81,1000
Reduce,2,5,524288,477.40,429.46,541.14,1000
Reduce,2,5,1048576,835.12,735.92,958.94,1000
Reduce,3,5,4,2.57,1.92,2.98,1000
Reduce,3,5,8,2.55,1.90,2.97,1000
Reduce,3,5,16,2.76,1.99,3.30,1000
Reduce,3,5,32,3.06,2.31,3.70,1000
Reduce,3,5,64,2.98,2.29,3.49,1000
Reduce,3,5,128,4.29,3.40,4.87,1000
Reduce,3,5,256,4.35,3.45,4.95,1000
Reduce,3,5,512,4.82,3.91,5.54,1000
Reduce,3,5,1024,5.78,4.64,6.68,1000
Reduce,3,5,2048,7.69,6.23,8.61,1000
Reduce,3,5,4096,10.45,8.66,12.03,1000
Reduce,3,5,8192,17.91,16.34,21.08,1000
Reduce,3,5,16384,27.78,25.20,32.42,1000
Reduce,3,5,32768,48.05,42.75,55.55,1000
Reduce,3,5,65536,81.95,71.50,93.31,1000
Reduce,3,5,131072,157.86,136.85,179.54,1000
Reduce,3,5,262144,305.77,277.86,327.33,1000
Reduce,3,5,524288,480.45,432.33,543.51,1000
Reduce,3,5,1048576,830.96,731.45,956.63,1000
Reduce,4,5,4,2.67,2.03,3.16,1000
Reduce,4,5,8,2.65,1.96,3.13,1000
Reduce,4,5,16,2.67,2.02,3.10,1000
Reduce,4,5,32,3.03,2.28,3.55,1000
Reduce,4,5,64,2.98,2.23,3.51,1000
Reduce,4,5,128,4.20,3.26,4.85,1000
Reduce,4,5,256,4.33,3.35,4.95,1000
Reduce,4,5,512,4.96,3.94,5.63,1000
Reduce,4,5,1024,5.73,4.59,6.57,1000
Reduce,4,5,2048,7.91,6.55,8.85,1000
Reduce,4,5,4096,10.54,8.71,11.87,1000
Reduce,4,5,8192,17.55,16.10,20.65,1000
Reduce,4,5,16384,27.37,24.86,31.71,1000
Reduce,4,5,32768,44.31,39.31,51.10,1000
Reduce,4,5,65536,81.46,70.98,92.46,1000
Reduce,4,5,131072,155.17,134.29,176.29,1000
Reduce,4,5,262144,302.42,274.13,323.21,1000
Reduce,4,5,524288,477.06,430.68,542.41,1000
Reduce,4,5,1048576,837.11,735.72,967.56,1000
Reduce,1,6,4,3.15,1.99,3.94,1000
Reduce,1,6,8,3.09,1.92,3.94,1000
Reduce,1,6,16,3.12,1.93,3.96,1000
Reduce,1,6,32,3.60,2.37,4.63,1000
Reduce,1,6,64,3.47,2.21,4.65,1000
Reduce,1,6,128,4.15,2.76,5.04,1000
Reduce,1,6,256,4.22,2.75,5.09,1000
Reduce,1,6,512,4.58,3.01,5.56,1000
Reduce,1,6,1024,5.53,3.81,6.73,1000
Reduce,1,6,2048,7.27,5.39,8.64,1000
Reduce,1,6,4096,9.96,7.50,11.67,1000
Reduce,1,6,8192,20.02,16.94,22.58,1000
Reduce,1,6,16384,28.25,24.21,31.07,1000
Reduce,1,6,32768,48.56,41.56,53.27,1000
Reduce,1,6,65536,90.44,78.04,97.84,1000
Reduce,1,6,131072,172.45,146.91,186.76,1000
Reduce,1,6,262144,334.02,305.54,350.05,1000
Reduce,1,6,524288,575.68,505.23,616.86,1000
Reduce,1,6,1048576,1063.25,927.47,1139.26,1000
Reduce,2,6,4,3.18,1.99,4.01,1000
Reduce,2,6,8,3.15,2.02,3.93,1000
Reduce,2,6,16,3.12,1.98,3.94,1000
Reduce,2,6,32,3.47,2.35,4.46,1000
Reduce,2,6,64,3.40,2.29,4.42,1000
Reduce,2,6,128,4.31,3.06,5.46,1000
Reduce,2,6,256,4.43,3.11,5.54,1000
Reduce,2,6,512,4.86,3.34,5.93,1000
Reduce,2,6,1024,5.63,3.94,6.83,1000
Reduce,2,6,2048,7.46,5.55,8.85,1000
Reduce,2,6,4096,10.08,7.65,11.65,1000
Reduce,2,6,8192,20.01,17.02,22.44,1000
Reduce,2,6,16384,28.26,24.28,30.99,1000
Reduce,2,6,32768,48.75,41.52,53.53,1000
Reduce,2,6,65536,90.56,78.17,97.85,1000
Reduce,2,6,131072,171.34,146.16,185.62,1000
Reduce,2,6,262144,332.81,303.16,349.63,1000
Reduce,2,6,524288,578.76,507.28,617.84,1000
Reduce,2,6,1048576,1070.72,937.48,1137.59,1000
Reduce,3,6,4,2.94,1.76,3.69,1000
Reduce,3,6,8,2.95,1.79,3.81,1000
Reduce,3,6,16,3.05,1.91,3.83,1000
Reduce,3,6,32,3.60,2.29,4.81,1000
Reduce,3,6,64,3.46,2.13,4.73,1000
Reduce,3,6,128,4.28,2.85,5.28,1000
Reduce,3,6,256,4.56,3.12,5.69,1000
Reduce,3,6,512,4.64,3.05,5.68,1000
Reduce,3,6,1024,5.57,3.86,6.82,1000
Reduce,3,6,2048,7.43,5.36,8.83,1000
Reduce,3,6,4096,10.00,7.55,11.67,1000
Reduce,3,6,8192,20.21,17.17,22.80,1000
Reduce,3,6,16384,28.42,24.43,31.20,1000
Reduce,3,6,32768,49.00,41.73,53.73,1000
Reduce,3,6,65536,91.32,78.59,98.80,1000
Reduce,3,6,131072,173.13,147.39,187.49,1000
Reduce,3,6,262144,334.09,304.64,351.08,1000
Reduce,3,6,524288,575.24,505.65,611.57,1000
Reduce,3,6,1048576,1065.91,927.45,1140.23,1000
Reduce,4,6,4,3.15,2.06,4.06,1000
Reduce,4,6,8,3.10,2.02,3.90,1000
Reduce,4,6,16,3.17,2.02,4.01,1000
Reduce,4,6,32,3.57,2.33,4.63,1000
Reduce,4,6,64,3.49,2.31,4.43,1000
Reduce,4,6,128,4.33,2.83,5.41,1000
Reduce,4,6,256,4.45,2.89,5.60,1000
Reduce,4,6,512,4.70,3.02,5.78,1000
Reduce,4,6,1024,5.58,3.76,6.86,1000
Reduce,4,6,2048,7.32,5.36,8.59,1000
Reduce,4,6,4096,9.86,7.44,11.46,1000
Reduce,4,6,8192,19.97,16.83,22.62,1000
Reduce,4,6,16384,27.96,23.86,30.86,1000
Reduce,4,6,32768,48.55,41.33,53.23,1000
Reduce,4,6,65536,90.19,77.77,97.44,1000
Reduce,4,6,131072,171.58,146.04,185.87,1000
Reduce,4,6,262144,330.60,301.57,347.71,1000
Reduce,4,6,524288,569.13,490.73,608.81,1000
Reduce,4,6,1048576,1034.19,881.05,1110.97,1000
Reduce,1,7,4,3.00,2.08,4.22,1000
Reduce,1,7,8,3.30,2.37,4.49,1000
Reduce,1,7,16,3.12,2.15,4.34,1000
Reduce,1,7,32,3.82,2.70,5.29,1000
Reduce,1,7,64,3.71,2.66,5.10,1000
Reduce,1,7,128,4.74,3.51,6.35,1000
Reduce,1,7,256,4.92,3.69,6.51,1000
Reduce,1,7,512,5.28,3.99,6.82,1000
Reduce,1,7,1024,6.31,4.91,8.20,1000
Reduce,1,7,2048,8.46,6.76,10.81,1000
Reduce,1,7,4096,11.35,9.22,13.82,1000
Reduce,1,7,8192,18.72,15.09,20.67,1000
Reduce,1,7,16384,27.68,22.11,29.70,1000
Reduce,1,7,32768,46.32,37.39,49.38,1000
Reduce,1,7,65536,87.72,70.38,92.93,1000
Reduce,1,7,131072,167.84,133.96,176.61,1000
Reduce,1,7,262144,318.43,280.39,331.99,1000
Reduce,1,7,524288,554.13,432.90,580.73,1000
Reduce,1,7,1048576,1014.68,786.13,1059.50,1000
Reduce,2,7,4,3.39,2.41,4.62,1000
Reduce,2,7,8,3.39,2.41,4.88,1000
Reduce,2,7,16,3.41,2.42,4.71,1000
Reduce,2,7,32,3.72,2.61,5.18,1000
Reduce,2,7,64,3.65,2.55,5.08,1000
Reduce,2,7,128,4.79,3.63,6.59,1000
Reduce,2,7,256,4.82,3.60,6.68,1000
Reduce,2,7,512,5.31,4.09,6.97,1000
Reduce,2,7,1024,6.44,5.04,8.28,1000
Reduce,2,7,2048,8.67,6.98,10.97,1000
Reduce,2,7,4096,11.25,9.25,13.79,1000
Reduce,2,7,8192,18.82,15.24,20.66,1000
Reduce,2,7,16384,27.53,22.14,29.53,1000
Reduce,2,7,32768,46.74,37.65,49.78,1000
Reduce,2,7,65536,87.69,70.60,92.97,1000
Reduce,2,7,131072,167.08,133.43,176.05,1000
Reduce,2,7,262144,319.25,281.15,331.76,1000
Reduce,2,7,524288,548.09,426.19,580.88,1000
Reduce,2,7,1048576,1000.89,773.02,1053.30,1000
Reduce,3,7,4,3.47,2.45,4.64,1000
Reduce,3,7,8,3.35,2.37,4.56,1000
Reduce,3,7,16,3.28,2.31,4.36,1000
Reduce,3,7,32,3.61,2.58,5.03,1000
Reduce,3,7,64,3.46,2.39,4.81,1000
Reduce,3,7,128,4.59,3.43,6.30,1000
Reduce,3,7,256,4.76,3.55,6.38,1000
Reduce,3,7,512,5.09,3.88,6.64,1000
Reduce,3,7,1024,6.16,4.78,7.92,1000
Reduce,3,7,2048,8.50,6.84,10.72,1000
Reduce,3,7,4096,11.39,9.32,14.04,1000
Reduce,3,7,8192,18.95,15.34,20.90,1000
Reduce,3,7,16384,27.93,22.55,29.93,1000
Reduce,3,7,32768,47.67,38.47,50.73,1000
Reduce,3,7,65536,88.75,71.65,93.64,1000
Reduce,3,7,131072,170.46,136.86,178.50,1000
Reduce,3,7,262144,324.64,285.84,337.22,1000
Reduce,3,7,524288,550.43,435.83,581.92,1000
Reduce,3,7,1048576,1017.77,788.61,1071.68,1000
Reduce,4,7,4,3.05,2.13,4.36,1000
Reduce,4,7,8,3.03,2.05,4.33,1000
Reduce,4,7,16,3.02,2.13,4.32,1000
Reduce,4,7,32,3.56,2.50,4.99,1000
Reduce,4,7,64,3.41,2.32,4.85,1000
Reduce,4,7,128,4.59,3.40,6.25,1000
Reduce,4,7,256,4.66,3.48,6.35,1000
Reduce,4,7,512,4.94,3.71,6.53,1000
Reduce,4,7,1024,5.92,4.62,7.74,1000
Reduce,4,7,2048,8.35,6.63,10.74,1000
Reduce,4,7,4096,11.68,9.61,14.39,1000
Reduce,4,7,8192,18.86,15.26,20.83,1000
Reduce,4,7,16384,27.59,22.23,29.68,1000
Reduce,4,7,32768,46.74,37.76,49.75,1000
Reduce,4,7,65536,87.40,70.47,92.31,1000
Reduce,4,7,131072,167.93,134.62,176.15,1000
Reduce,4,7,262144,319.19,280.35,330.71,1000
Reduce,4,7,524288,548.00,430.06,572.70,1000
Reduce,4,7,1048576,1012.26,784.04,1056.79,1000
Reduce,1,8,4,2.49,2.33,2.61,1000
Reduce,1,8,8,2.46,2.39,2.53,1000
Reduce,1,8,16,2.45,2.37,2.51,1000
Reduce,1,8,32,3.06,2.84,3.29,1000
Reduce,1,8,64,2.94,2.67,3.21,1000
Reduce,1,8,128,3.40,3.36,3.44,1000
Reduce,1,8,256,3.45,3.41,3.51,1000
Reduce,1,8,512,3.70,3.62,3.79,1000
Reduce,1,8,1024,4.29,4.25,4.34,1000
Reduce,1,8,2048,5.92,5.80,6.06,1000
Reduce,1,8,4096,8.37,8.29,8.47,1000
Reduce,1,8,8192,12.75,12.61,12.87,1000
Reduce,1,8,16384,18.73,18.57,18.87,1000
Reduce,1,8,32768,29.78,29.40,30.01,1000
Reduce,1,8,65536,55.14,54.52,55.67,1000
Reduce,1,8,131072,105.07,103.35,106.90,1000
Reduce,1,8,262144,204.59,202.07,207.20,1000
Reduce,1,8,524288,332.72,319.21,349.87,1000
Reduce,1,8,1048576,630.12,613.27,646.49,1000
Reduce,2,8,4,2.42,2.20,2.63,1000
Reduce,2,8,8,2.39,2.32,2.44,1000
Reduce,2,8,16,2.39,2.27,2.51,1000
Reduce,2,8,32,3.29,3.17,3.36,1000
Reduce,2,8,64,3.01,2.92,3.11,1000
Reduce,2,8,128,3.61,3.57,3.63,1000
Reduce,2,8,256,3.69,3.60,3.79,1000
Reduce,2,8,512,3.88,3.84,3.95,1000
Reduce,2,8,1024,4.50,4.40,4.61,1000
Reduce,2,8,2048,6.14,6.03,6.25,1000
Reduce,2,8,4096,8.52,8.28,8.83,1000
Reduce,2,8,8192,12.87,12.71,12.97,1000
Reduce,2,8,16384,18.50,18.29,18.63,1000
Reduce,2,8,32768,29.99,29.45,30.26,1000
Reduce,2,8,65536,55.25,54.56,55.86,1000
Reduce,2,8,131072,105.57,104.06,107.06,1000
Reduce,2,8,262144,206.09,202.35,208.89,1000
Reduce,2,8,524288,335.96,321.29,352.49,1000
Reduce,2,8,1048576,628.43,603.67,650.95,1000
Reduce,3,8,4,2.44,2.33,2.55,1000
Reduce,3,8,8,2.46,2.37,2.50,1000
Reduce,3,8,16,2.42,2.30,2.53,1000
Reduce,3,8,32,3.02,2.92,3.14,1000
Reduce,3,8,64,3.00,2.73,3.29,1000
Reduce,3,8,128,3.53,3.46,3.64,1000
Reduce,3,8,256,3.48,3.41,3.55,1000
Reduce,3,8,512,3.73,3.65,3.79,1000
Reduce,3,8,1024,4.29,4.18,4.40,1000
Reduce,3,8,2048,5.94,5.69,6.22,1000
Reduce,3,8,4096,8.48,8.29,8.65,1000
Reduce,3,8,8192,12.72,12.58,12.88,1000
Reduce,3,8,16384,17.97,17.87,18.11,1000
Reduce,3,8,32768,29.84,29.52,30.39,1000
Reduce,3,8,65536,54.60,53.94,55.38,1000
Reduce,3,8,131072,105.73,104.12,107.80,1000
Reduce,3,8,262144,205.35,202.45,208.21,1000
Reduce,3,8,524288,332.28,319.17,346.65,1000
Reduce,3,8,1048576,624.59,607.41,648.80,1000
Reduce,4,8,4,2.47,2.22,2.76,1000
Reduce,4,8,8,2.43,2.37,2.53,1000
Reduce,4,8,16,2.45,2.15,2.77,1000
Reduce,4,8,32,3.15,2.95,3.40,1000
Reduce,4,8,64,2.91,2.76,3.08,1000
Reduce,4,8,128,3.52,3.41,3.64,1000
Reduce,4,8,256,3.50,3.45,3.56,1000
Reduce,4,8,512,3.70,3.58,3.82,1000
Reduce,4,8,1024,4.35,4.31,4.38,1000
Reduce,4,8,2048,5.99,5.71,6.19,1000
Reduce,4,8,4096,8.45,8.35,8.53,1000
Reduce,4,8,8192,12.76,12.61,12.92,1000
Reduce,4,8,16384,17.94,17.79,18.10,1000
Reduce,4,8,32768,30.08,29.73,30.35,1000
Reduce,4,8,65536,54.98,54.26,55.72,1000
Reduce,4,8,131072,105.99,104.19,107.62,1000
Reduce,4,8,262144,205.89,202.80,209.01,1000
Reduce,4,8,524288,333.23,317.88,348.65,1000
Reduce,4,8,1048576,636.01,619.42,659.43,1000
