ntasks,global_data_size,parallel_time,serial_time
128,10000000,0.212726,2.048080
128,10000000,0.211518,2.068202
128,10000000,0.211795,2.125648
128,10000000,0.216052,2.167526
128,10000000,0.213779,2.096745
130,10000000,0.224606,2.043020
130,10000000,0.210707,2.077949
130,10000000,0.228903,2.130794
130,10000000,0.225677,2.044693
130,10000000,0.239150,2.081536
130,10000000,0.223868,2.063533
130,10000000,0.222533,2.041383
130,10000000,0.233279,2.031616
130,10000000,0.219847,2.044328
130,10000000,0.221233,2.067595
132,10000000,0.237336,2.073169
132,10000000,0.221649,2.040574
132,10000000,0.221772,2.163469
132,10000000,0.239966,2.029312
132,10000000,0.173883,2.038780
132,10000000,0.223914,2.050711
132,10000000,0.243542,2.036921
132,10000000,0.232678,2.042628
132,10000000,0.239783,2.033220
132,10000000,0.220010,2.040906
134,10000000,0.226478,2.039740
134,10000000,0.223658,2.038787
134,10000000,0.234826,2.038576
134,10000000,0.226876,2.039296
134,10000000,0.227706,2.088048
134,10000000,0.240725,2.031785
134,10000000,0.217183,2.077731
134,10000000,0.228082,2.046238
134,10000000,0.233259,2.057108
134,10000000,0.246956,2.036337
136,10000000,0.223171,2.040812
136,10000000,0.231968,2.039431
136,10000000,0.229947,2.059684
136,10000000,0.245176,2.047478
136,10000000,0.185974,2.041022
136,10000000,0.225659,2.039546
136,10000000,0.229410,2.178651
136,10000000,0.218284,2.035774
136,10000000,0.230165,2.083171
136,10000000,0.231590,2.044645
138,10000000,0.181121,2.045362
138,10000000,0.229680,2.042205
138,10000000,0.172877,2.050066
138,10000000,0.232184,2.040073
138,10000000,0.177965,2.044507
138,10000000,0.228971,2.034865
138,10000000,0.170717,2.060161
138,10000000,0.239292,2.031916
138,10000000,0.220422,2.122705
138,10000000,0.180964,2.061853
140,10000000,0.172608,2.123931
140,10000000,0.171416,2.151452
140,10000000,0.167595,2.097072
140,10000000,0.171086,2.039778
140,10000000,0.172062,2.042532
140,10000000,0.167470,2.038020
140,10000000,0.169693,2.102411
140,10000000,0.171948,2.036991
140,10000000,0.175785,2.087812
140,10000000,0.172345,2.128621
142,10000000,0.173248,2.039935
142,10000000,0.178296,2.041120
142,10000000,0.172165,2.041259
142,10000000,0.171803,2.041129
142,10000000,0.169748,2.040247
142,10000000,0.171931,2.042810
142,10000000,0.175029,2.034402
142,10000000,0.175981,2.042925
142,10000000,0.175568,2.099947
142,10000000,0.182644,2.036665
144,10000000,0.176875,2.072495
144,10000000,0.172352,2.040272
144,10000000,0.173765,2.041841
144,10000000,0.172885,2.076047
144,10000000,0.174999,2.039764
144,10000000,0.177739,2.042508
144,10000000,0.175067,2.135777
144,10000000,0.180901,2.042834
144,10000000,0.176954,2.039060
144,10000000,0.185086,2.091085
146,10000000,0.181170,2.052848
146,10000000,0.186444,2.044691
146,10000000,0.189237,2.033800
146,10000000,0.184137,2.057416
146,10000000,0.183374,2.101391
146,10000000,0.186689,2.096103
146,10000000,0.179905,2.064101
146,10000000,0.181780,2.072699
146,10000000,0.183050,2.043892
146,10000000,0.179928,2.068738
148,10000000,0.187646,2.044654
148,10000000,0.182831,2.056460
148,10000000,0.184950,2.041068
148,10000000,0.182844,2.041112
148,10000000,0.181876,2.041382
148,10000000,0.185286,2.047822
148,10000000,0.185333,2.059289
148,10000000,0.182052,2.033739
148,10000000,0.183709,2.054698
148,10000000,0.181754,2.113045
150,10000000,0.185298,2.039517
150,10000000,0.191269,2.046123
150,10000000,0.185745,2.067883
150,10000000,0.194962,2.036832
150,10000000,0.201374,2.119993
150,10000000,0.183794,2.092215
150,10000000,0.186716,2.043828
150,10000000,0.187653,2.039221
150,10000000,0.182474,2.127218
150,10000000,0.183753,2.041801
152,10000000,0.191731,2.033735
152,10000000,0.191776,2.038707
152,10000000,0.187553,2.039945
152,10000000,0.191253,2.093077
152,10000000,0.188069,2.039381
152,10000000,0.180665,2.045086
152,10000000,0.189466,2.104951
152,10000000,0.185806,2.041676
152,10000000,0.186277,2.037764
152,10000000,0.187696,2.042080
154,10000000,0.197529,2.039213
154,10000000,0.182149,2.117679
154,10000000,0.190378,2.042062
154,10000000,0.187859,2.042566
154,10000000,0.193932,2.044131
154,10000000,0.210950,2.043637
154,10000000,0.191307,2.041269
154,10000000,0.192861,2.109774
154,10000000,0.189925,2.043536
154,10000000,0.188261,2.039697
156,10000000,0.200620,2.095848
156,10000000,0.208232,2.045557
156,10000000,0.198292,2.044069
156,10000000,0.196739,2.042865
156,10000000,0.197672,2.043880
156,10000000,0.200427,2.069659
156,10000000,0.194257,2.036679
156,10000000,0.201062,2.040022
156,10000000,0.205769,2.084059
156,10000000,0.227311,2.041125
158,10000000,0.246744,2.126764
158,10000000,0.193431,2.087983
158,10000000,0.187096,2.043941
158,10000000,0.194236,2.114216
158,10000000,0.188900,2.043037
158,10000000,0.194042,2.041901
158,10000000,0.199553,2.047012
158,10000000,0.192057,2.057249
158,10000000,0.218392,2.039947
158,10000000,0.192182,2.038658
160,10000000,0.209577,2.038442
160,10000000,0.213128,2.040539
160,10000000,0.203813,2.040680
160,10000000,0.209333,2.054297
160,10000000,0.211455,2.036211
160,10000000,0.214010,2.044461
160,10000000,0.204387,2.103344
160,10000000,0.207509,2.046026
160,10000000,0.204401,2.036900
160,10000000,0.203359,2.043700
162,10000000,0.210385,2.040905
162,10000000,0.203400,2.110334
162,10000000,0.204854,2.049229
162,10000000,0.206275,2.083613
162,10000000,0.213068,2.044261
162,10000000,0.209599,2.039431
162,10000000,0.210054,2.032698
162,10000000,0.205260,2.072404
162,10000000,0.213596,2.079847
162,10000000,0.217957,2.046356
164,10000000,0.195998,2.037967
164,10000000,0.205416,2.040240
164,10000000,0.232880,2.072686
164,10000000,0.235636,2.039237
164,10000000,0.235636,2.043075
164,10000000,0.223567,2.032504
164,10000000,0.207598,2.040784
164,10000000,0.213772,2.119939
164,10000000,0.202191,2.044176
164,10000000,0.206954,2.044033
166,10000000,0.228459,2.145480
166,10000000,0.217925,2.039669
166,10000000,0.216705,2.038749
166,10000000,0.221756,2.039863
166,10000000,0.226290,2.035015
166,10000000,0.229538,2.117314
166,10000000,0.238832,2.035004
166,10000000,0.229443,2.045201
166,10000000,0.215707,2.037702
166,10000000,0.215499,2.113374
168,10000000,0.199557,2.068628
168,10000000,0.212534,2.039393
168,10000000,0.207899,2.040631
168,10000000,0.206100,2.042608
168,10000000,0.211391,2.039732
168,10000000,0.201703,2.045576
168,10000000,0.222989,2.040553
168,10000000,0.203752,2.038472
168,10000000,0.196905,2.118916
168,10000000,0.206154,2.039210
170,10000000,0.214331,2.038699
170,10000000,0.210632,2.051457
170,10000000,0.211612,2.047399
170,10000000,0.206051,2.038647
170,10000000,0.220656,2.062547
170,10000000,0.207265,2.042613
170,10000000,0.209188,2.039248
170,10000000,0.207857,2.035776
170,10000000,0.215250,2.090381
170,10000000,0.210549,2.036649
172,10000000,0.219333,2.036137
172,10000000,0.216603,2.038098
172,10000000,0.218504,2.096810
172,10000000,0.217617,2.148039
172,10000000,0.211740,2.082475
172,10000000,0.223567,2.042886
172,10000000,0.223643,2.041940
172,10000000,0.216740,2.126863
172,10000000,0.214283,2.046285
172,10000000,0.220874,2.039724
174,10000000,0.215024,2.042522
174,10000000,0.217770,2.045848
174,10000000,0.214442,2.040777
174,10000000,0.214040,2.039002
174,10000000,0.220141,2.044089
174,10000000,0.227800,2.039044
174,10000000,0.215964,2.060330
174,10000000,0.217448,2.043069
174,10000000,0.227758,2.076969
174,10000000,0.235661,2.039045
176,10000000,0.243004,2.038164
176,10000000,0.254960,2.035887
176,10000000,0.240594,2.050925
176,10000000,0.255108,2.163827
176,10000000,0.244536,2.074024
176,10000000,0.244905,2.044945
176,10000000,0.238993,2.044371
176,10000000,0.253536,2.038634
176,10000000,0.238826,2.042948
176,10000000,0.236037,2.083163
178,10000000,0.225587,2.043564
178,10000000,0.231596,2.041096
178,10000000,0.220316,2.047752
178,10000000,0.222689,2.040999
178,10000000,0.222986,2.037490
178,10000000,0.223468,2.038349
178,10000000,0.221674,2.049053
178,10000000,0.224890,2.124729
178,10000000,0.216829,2.039307
178,10000000,0.218403,2.115084
180,10000000,0.233286,2.042625
180,10000000,0.236834,2.044813
180,10000000,0.221850,2.041202
180,10000000,0.222867,2.042662
180,10000000,0.226594,2.039006
180,10000000,0.229768,2.093292
180,10000000,0.234511,2.038673
180,10000000,0.233358,2.033780
180,10000000,0.238098,2.041359
180,10000000,0.223453,2.039490
182,10000000,0.232261,2.040764
182,10000000,0.223315,2.060182
182,10000000,0.230344,2.041584
182,10000000,0.251717,2.038808
182,10000000,0.222540,2.113561
182,10000000,0.227506,2.118808
182,10000000,0.228683,2.165249
182,10000000,0.237936,2.042202
182,10000000,0.229954,2.042650
182,10000000,0.227291,2.036101
184,10000000,0.234880,2.073328
184,10000000,0.233673,2.061599
184,10000000,0.233501,2.042702
184,10000000,0.234288,2.038286
184,10000000,0.235549,2.042072
184,10000000,0.229607,2.063424
184,10000000,0.235880,2.064197
184,10000000,0.230912,2.085315
184,10000000,0.233296,2.042769
184,10000000,0.239716,2.040728
186,10000000,0.244425,2.040733
186,10000000,0.233928,2.040698
186,10000000,0.234807,2.155707
186,10000000,0.233945,2.034382
186,10000000,0.235204,2.041884
186,10000000,0.254711,2.042667
186,10000000,0.239791,2.044221
186,10000000,0.255097,2.036749
186,10000000,0.237955,2.034896
186,10000000,0.248979,2.044755
188,10000000,0.246308,2.038019
188,10000000,0.239800,2.039272
188,10000000,0.244534,2.041819
188,10000000,0.231572,2.044607
188,10000000,0.247745,2.045051
188,10000000,0.239233,2.040363
188,10000000,0.245138,2.045132
188,10000000,0.249215,2.040869
188,10000000,0.247977,2.043085
188,10000000,0.235300,2.044639
190,10000000,0.243757,2.178669
190,10000000,0.246778,2.042812
190,10000000,0.252664,2.131339
190,10000000,0.243123,2.041879
190,10000000,0.240783,2.038478
190,10000000,0.252713,2.043057
190,10000000,0.248739,2.038737
190,10000000,0.242060,2.116576
190,10000000,0.245752,2.036756
190,10000000,0.242887,2.042262
192,10000000,0.250135,2.049068
192,10000000,0.254080,2.118375
192,10000000,0.240875,2.042148
192,10000000,0.272825,2.036247
192,10000000,0.262492,2.040341
192,10000000,0.244435,2.042547
192,10000000,0.249620,2.044740
192,10000000,0.261439,2.040157
192,10000000,0.253273,2.050449
192,10000000,0.245017,2.052919
194,10000000,0.319403,2.155886
194,10000000,0.312466,2.030385
194,10000000,0.305990,2.042615
194,10000000,0.310195,2.040572
194,10000000,0.334631,2.040242
194,10000000,0.310143,2.043896
194,10000000,0.297043,2.041008
194,10000000,0.295639,2.038951
194,10000000,0.301144,2.041206
194,10000000,0.307250,2.030960
196,10000000,0.310389,2.038451
196,10000000,0.317354,2.037766
196,10000000,0.319887,2.041904
196,10000000,0.319754,2.033412
196,10000000,0.327755,2.027015
196,10000000,0.318389,2.074409
196,10000000,0.309543,2.029233
196,10000000,0.326705,2.032361
196,10000000,0.321999,2.031203
196,10000000,0.321287,2.136704
198,10000000,0.266583,2.046383
198,10000000,0.263452,2.099483
198,10000000,0.271597,2.041962
198,10000000,0.276691,2.044869
198,10000000,0.256609,2.101935
198,10000000,0.263345,2.037619
198,10000000,0.248598,2.039506
198,10000000,0.261000,2.029148
198,10000000,0.256534,2.042803
198,10000000,0.252591,2.141860
200,10000000,0.313388,2.034429
200,10000000,0.309019,2.125388
200,10000000,0.332766,2.030876
200,10000000,0.334211,2.035358
200,10000000,0.318077,2.032340
200,10000000,0.325071,2.038776
200,10000000,0.318456,2.035926
200,10000000,0.328336,2.038439
200,10000000,0.329327,2.034432
200,10000000,0.312921,2.031408
202,10000000,0.334316,2.034463
202,10000000,0.321958,2.045657
202,10000000,0.325171,2.040054
202,10000000,0.331192,2.039407
202,10000000,0.320196,2.042448
202,10000000,0.318816,2.053732
202,10000000,0.329541,2.147239
202,10000000,0.327333,2.049512
202,10000000,0.323847,2.034392
202,10000000,0.325585,2.053364
204,10000000,0.282781,2.039426
204,10000000,0.290070,2.040235
204,10000000,0.264550,2.043765
204,10000000,0.261115,2.036286
204,10000000,0.271811,2.042052
204,10000000,0.274724,2.036789
204,10000000,0.279008,2.041715
204,10000000,0.259621,2.045797
204,10000000,0.268601,2.044862
204,10000000,0.274026,2.045260
206,10000000,0.285208,2.039454
206,10000000,0.281914,2.041508
206,10000000,0.312636,2.117228
206,10000000,0.268383,2.067069
206,10000000,0.275339,2.083210
206,10000000,0.280130,2.043909
206,10000000,0.277238,2.048523
206,10000000,0.279505,2.046737
206,10000000,0.271185,2.039219
206,10000000,0.274031,2.040684
208,10000000,0.357460,2.032246
208,10000000,0.346719,2.043148
208,10000000,0.365741,2.033743
208,10000000,0.350337,2.231566
208,10000000,0.349024,2.036637
208,10000000,0.352599,2.153344
208,10000000,0.368130,2.037454
208,10000000,0.349255,2.040055
208,10000000,0.348927,2.035352
208,10000000,0.352182,2.027083
210,10000000,0.280746,2.031854
210,10000000,0.270223,2.041003
210,10000000,0.283175,2.033315
210,10000000,0.291443,2.037100
210,10000000,0.274549,2.227725
210,10000000,0.281129,2.034169
210,10000000,0.307424,2.038698
210,10000000,0.282797,2.081782
210,10000000,0.285399,2.046793
210,10000000,0.291186,2.040505
212,10000000,0.280048,2.040309
212,10000000,0.287081,2.075035
212,10000000,0.314649,2.035876
212,10000000,0.281273,2.070631
212,10000000,0.290464,2.040558
212,10000000,0.272053,2.146313
212,10000000,0.282937,2.214558
212,10000000,0.298018,2.037210
212,10000000,0.297441,2.038700
212,10000000,0.277020,2.039120
214,10000000,0.368727,2.039926
214,10000000,0.370333,2.038217
214,10000000,0.365437,2.080337
214,10000000,0.368805,2.072706
214,10000000,0.379307,2.034473
214,10000000,0.380317,2.031050
214,10000000,0.374491,2.033123
214,10000000,0.368752,2.038711
214,10000000,0.370245,2.033983
214,10000000,0.367481,2.049596
216,10000000,0.385573,2.034734
216,10000000,0.373384,2.040041
216,10000000,0.382289,2.054992
216,10000000,0.369026,2.036682
216,10000000,0.402340,2.040054
216,10000000,0.372055,2.029497
216,10000000,0.370132,2.074177
216,10000000,0.370191,2.040035
216,10000000,0.405104,2.037207
216,10000000,0.378929,2.043365
218,10000000,0.307300,2.034968
218,10000000,0.295171,2.041453
218,10000000,0.295377,2.040060
218,10000000,0.299509,2.117679
218,10000000,0.294878,2.043851
218,10000000,0.305600,2.042710
218,10000000,0.302501,2.049564
218,10000000,0.297102,2.038694
218,10000000,0.297489,2.041059
218,10000000,0.304513,2.186516
220,10000000,0.408269,2.034692
220,10000000,0.422601,2.049086
220,10000000,0.415015,2.032520
220,10000000,0.422513,2.069596
220,10000000,0.405404,2.169378
220,10000000,0.395892,2.035991
220,10000000,0.390126,2.033734
220,10000000,0.400178,2.031073
220,10000000,0.389621,2.044168
220,10000000,0.392758,2.076501
222,10000000,0.311514,2.035708
222,10000000,0.302026,2.029295
222,10000000,0.310955,2.184201
222,10000000,0.305982,2.040181
222,10000000,0.299876,2.101521
222,10000000,0.301309,2.042465
222,10000000,0.308245,2.111189
222,10000000,0.317704,2.108970
222,10000000,0.318834,2.035739
222,10000000,0.308806,2.267132
224,10000000,0.403109,2.057810
224,10000000,0.406799,2.032735
224,10000000,0.401107,2.076755
224,10000000,0.396511,2.029888
224,10000000,0.395017,2.047097
224,10000000,0.405642,2.031755
224,10000000,0.419320,2.042898
224,10000000,0.416309,2.038077
224,10000000,0.406535,2.034392
224,10000000,0.408005,2.039954
226,10000000,0.325296,2.035771
226,10000000,0.309347,2.042549
226,10000000,0.315485,2.040044
226,10000000,0.311103,2.038925
226,10000000,0.327013,2.077847
226,10000000,0.336239,2.048650
226,10000000,0.309165,2.039910
226,10000000,0.312126,2.042729
226,10000000,0.313211,2.041067
226,10000000,0.302841,2.044227
228,10000000,0.311568,2.040659
228,10000000,0.321958,2.039115
228,10000000,0.317780,2.029364
228,10000000,0.317148,2.040735
228,10000000,0.325979,2.041545
228,10000000,0.315954,2.037856
228,10000000,0.312332,2.031405
228,10000000,0.318736,2.046469
228,10000000,0.317662,2.032775
228,10000000,0.312174,2.042560
230,10000000,0.442338,2.036523
230,10000000,0.436299,2.038845
230,10000000,0.437876,2.038640
230,10000000,0.430648,2.147241
230,10000000,0.437814,2.141358
230,10000000,0.443009,2.069198
230,10000000,0.438751,2.070144
230,10000000,0.431154,2.039658
230,10000000,0.436346,2.041470
230,10000000,0.427647,2.057109
232,10000000,0.326223,2.030795
232,10000000,0.319606,2.037410
232,10000000,0.320012,2.034970
232,10000000,0.318540,2.028894
232,10000000,0.327165,2.040772
232,10000000,0.317616,2.041543
232,10000000,0.332931,2.036368
232,10000000,0.323265,2.104299
232,10000000,0.317158,2.047862
232,10000000,0.314706,2.033767
234,10000000,0.330135,2.043215
234,10000000,0.333321,2.036287
234,10000000,0.325988,2.036858
234,10000000,0.333442,2.153031
234,10000000,0.331207,2.113605
234,10000000,0.337097,2.034331
234,10000000,0.342765,2.042101
234,10000000,0.343871,2.040385
234,10000000,0.345954,2.043451
234,10000000,0.338764,2.086844
236,10000000,0.451575,2.038247
236,10000000,0.447517,2.036626
236,10000000,0.453423,2.043023
236,10000000,0.447434,2.033940
236,10000000,0.447675,2.041589
236,10000000,0.435562,2.031769
236,10000000,0.446814,2.161736
236,10000000,0.468498,2.050613
236,10000000,0.453373,2.034124
236,10000000,0.465258,2.038349
238,10000000,0.445439,2.049797
238,10000000,0.435872,2.033899
238,10000000,0.453821,2.062523
238,10000000,0.432112,2.081024
238,10000000,0.446237,2.050007
238,10000000,0.435572,2.040365
238,10000000,0.440687,2.042770
238,10000000,0.441895,2.056138
238,10000000,0.440422,2.034917
238,10000000,0.443031,2.082977
240,10000000,0.441284,2.038922
240,10000000,0.438395,2.077047
240,10000000,0.447804,2.034640
240,10000000,0.439046,2.100805
240,10000000,0.451871,2.051750
240,10000000,0.466285,2.035850
240,10000000,0.446828,2.037382
240,10000000,0.454629,2.038967
240,10000000,0.447380,2.182327
240,10000000,0.452720,2.081543
242,10000000,0.489920,2.081135
242,10000000,0.486254,2.035193
242,10000000,0.479275,2.036651
242,10000000,0.492758,2.032701
242,10000000,0.478944,2.036325
242,10000000,0.480714,2.062717
242,10000000,0.491938,2.070878
242,10000000,0.476256,2.044794
242,10000000,0.493673,2.042437
242,10000000,0.478708,2.073906
244,10000000,0.362698,2.036151
244,10000000,0.360106,2.044595
244,10000000,0.364220,2.033234
244,10000000,0.355223,2.037088
244,10000000,0.366898,2.035895
244,10000000,0.362010,2.041298
244,10000000,0.368258,2.040818
244,10000000,0.363222,2.110875
244,10000000,0.373865,2.035858
244,10000000,0.364118,2.051410
246,10000000,0.484488,2.040716
246,10000000,0.501300,2.039080
246,10000000,0.490486,2.097192
246,10000000,0.495848,2.155043
246,10000000,0.475571,2.034861
246,10000000,0.499187,2.205918
246,10000000,0.504488,2.042640
246,10000000,0.504644,2.030313
246,10000000,0.509037,2.084820
246,10000000,0.515577,2.042291
248,10000000,0.470374,2.032724
248,10000000,0.484353,2.108794
248,10000000,0.480427,2.035852
248,10000000,0.487708,2.060633
248,10000000,0.480407,2.068822
248,10000000,0.468619,2.038435
248,10000000,0.510421,2.041327
248,10000000,0.494059,2.036729
248,10000000,0.466873,2.038123
248,10000000,0.480484,2.086683
250,10000000,0.493421,2.038690
250,10000000,0.493855,2.039278
250,10000000,0.509501,2.068933
250,10000000,0.481953,2.043543
250,10000000,0.487176,2.030777
250,10000000,0.474431,2.087965
250,10000000,0.487694,2.036347
250,10000000,0.488128,2.095403
250,10000000,0.486378,2.035411
250,10000000,0.493976,2.033804
252,10000000,0.496071,2.035266
252,10000000,0.507295,2.047598
252,10000000,0.506875,2.038440
252,10000000,0.500820,2.038344
252,10000000,0.489583,2.075087
252,10000000,0.498881,2.035985
